Author_name,#Followers,Author Following,Account Created,Verified,Location,Text,Length,likes,Language,Retweets,Time
NeerVaishnav,77,580,2013-02-09 05:02:28,False,Kota ,RT @NeerVaishnav: @AmitAgarwal Pls Need urgently help. @amazonIN @amazon @AmazonHelp @JeffBezos @SBICard_Connect @RBI @Cyberdost @jagograha…,"[0, 140]",0,en,1,2021-04-16 19:24:24
NeerVaishnav,77,580,2013-02-09 05:02:28,False,Kota ,"RT @NeerVaishnav: @Cyberdost
 
@AmazonHelp
 
@amazonIN
 
@SBICard_Connect
 
@RBI
 pls help me.","[0, 94]",0,en,1,2021-04-16 19:24:14
santa1882,14,29,2016-07-10 13:11:32,False,"Mumbai, India","Favorite Feature Qualcomm Snapdragon 888
@IqooInd @amazonIN 
#iQOO7Series https://t.co/moMrV9ZZyD","[0, 73]",0,en,0,2021-04-16 19:24:12
NeerVaishnav,77,580,2013-02-09 05:02:28,False,Kota ,"RT @NeerVaishnav: @AmitAgarwal
 Pls Need urgently help. 
@amazonIN
 
@amazon
 
@AmazonHelp
 
@JeffBezos
 
@SBICard_Connect
 
@RBI
 
@Cyberd…","[0, 140]",0,en,1,2021-04-16 19:24:10
KrcTimes,12,0,2020-12-18 16:57:58,False,,DoNER Minister Dr Jitendra Singh addresses “Amazon Sambhav online Summit” https://t.co/isFl36gexb @MDoNER_India @amazon @amazonIN #NorthEatIndia #KRCTimes,"[0, 154]",0,en,1,2021-04-16 19:23:21
Kamal08104522,1,5,2021-04-11 06:28:11,False,,"@IqooInd  And @amazonIN 
Hope i will win . https://t.co/xBwsvltGFp","[0, 42]",0,en,0,2021-04-16 19:22:18
People90164981,0,19,2020-06-03 05:08:53,False,,New Dual chip Technology @IqooInd @amazonIN #IQOO7series https://t.co/gBrPgo7Jtd,"[0, 56]",0,en,0,2021-04-16 19:21:00
openmusicdoors,210,1223,2009-07-18 09:17:17,False,India,"@AmazonHelp @amazon @amazonIN @amazonnews @AmazonNews_IN None of normal user can figure out where the fault lies. So if you really care about the success ratio, guide your customer mentioning if the next banking payment page doesn't open or fails to load contact their bank with this issue.","[12, 290]",1,en,0,2021-04-16 19:20:28
santa1882,14,29,2016-07-10 13:11:32,False,"Mumbai, India","Favorite Feature Qualcomm Snapdragon 870
@IqooInd @amazonIN 
#iQOO7Series https://t.co/S8qtW69IO1","[0, 73]",0,en,0,2021-04-16 19:19:04
RachakondaCop,115174,315,2016-07-04 11:53:09,True,"Neredmet, Vayupuri colony  ",@d25f148789304ab @KTRTRS @KTRoffice @KotakBankLtd @amazonIN @amazon @PrimeVideoIN @CyberCrimeRck @SonuSood @CyberCrimeRck,"[107, 121]",0,und,0,2021-04-16 19:16:06
PABANBORAH16,47,122,2021-02-13 07:56:35,False,Tezpur assam ,"#DailyQuizTime
@amazonIN 
@JeffBezos 
I hope will win https://t.co/vXzaBc6VFL","[0, 53]",0,en,0,2021-04-16 19:13:31
JonathanRithvik,20,590,2019-07-25 06:15:42,False,"Bengaluru, India","My most favourite feature of the #iQOO7Series is the ultra premium, breathtaking Design in collaboration with BMW M Motorsport for the IQOO 7 Legend @IqooInd @amazonIN @gagan_arora1 https://t.co/6y1Cj36NYD","[0, 181]",0,en,0,2021-04-16 19:11:28
PABANBORAH16,47,122,2021-02-13 07:56:35,False,Tezpur assam ,"#iQOO75GAmazonQuiz
@amazonIN 
#Paban 
#DualChipMonsterQuiz https://t.co/CzUKOevjVQ","[0, 58]",0,und,0,2021-04-16 19:11:05
Naeem03924456,2,2,2017-03-02 14:57:43,False,,"@amazonIN 
#AmazonQuiz https://t.co/Cy7Z3yWKQa","[0, 22]",0,und,0,2021-04-16 19:10:16
d25f148789304ab,14,68,2014-10-01 17:15:51,False,,"@KTRTRS @KTRoffice @RachakondaCop @KotakBankLtd @amazonIN @amazon @PrimeVideoIN @CyberCrimeRck @SonuSood Fake ID: kitay29723@tlhao86.com
My Amazon account:shashankrv222@gmail.com","[105, 178]",0,en,0,2021-04-16 19:08:51
Stupefaction_Ba,111,169,2009-11-21 04:14:02,False,,@amazonIN - I placed order for Zandu Pancharist - 2 bottles - was delivered only one and your status shows order delivered?,"[0, 123]",0,en,0,2021-04-16 19:08:14
d25f148789304ab,14,68,2014-10-01 17:15:51,False,,"@KTRTRS @KTRoffice @RachakondaCop @KotakBankLtd @amazonIN @amazon @PrimeVideoIN @CyberCrimeRck @SonuSood upon reaching our bank they refused to help us with the situation. 

In addition to this I've filed an FIR with the cybercrime team and haven't a word yet. The following is the account that has probably hacked my Amazon account and purchased the gift card","[105, 360]",0,en,0,2021-04-16 19:06:27
d25f148789304ab,14,68,2014-10-01 17:15:51,False,,"@KTRTRS @KTRoffice @RachakondaCop @KotakBankLtd @amazonIN @amazon @PrimeVideoIN @CyberCrimeRck @SonuSood again from the very same account, Upon having it investigated with an Amazon customer service agent we were told it was used to purchase a Amazon gift card and hence they were of help of the false act and asked us to contact our bank,","[105, 339]",0,en,0,2021-04-16 19:05:43
Altaf00595340,37,218,2018-12-27 04:41:44,False,,"RT @AmazonQuizzes: 🏆 #AmazonQuiz - Win ₹ 15,000 
⏳ 17 Apr 21 (24 hours) 
✨ Daily Quiz Answers  

1. Mount Kilimanjaro (1) 
2. Assam (2) 
3.…","[0, 140]",0,en,1,2021-04-16 19:05:37
d25f148789304ab,14,68,2014-10-01 17:15:51,False,,"@KTRTRS @KTRoffice @RachakondaCop @KotakBankLtd @amazonIN @amazon @PrimeVideoIN @CyberCrimeRck @SonuSood without our consignment upon which we even recieved one time passwords but then the amount had been debited, After which an addtional amount of 2000/- has been deducted","[105, 273]",0,en,0,2021-04-16 19:04:50
DeepankurKhanna,7,57,2021-02-11 17:57:44,False,"New Delhi, India","@gagan_arora1 @amazonIN @IqooInd Haha u imitated me n several others...

First aa gaye hum....

No bunny points for this though https://t.co/DboNcC38bQ","[33, 127]",0,en,0,2021-04-16 19:04:09
ShieldVoC,17697,98,2019-06-08 15:40:33,False,"Stockholm, Sweden",RT @jobilc: @amazonIN @AmazonHelp  I have ordered this product and we don't another product ... We did apply for replacement or return .. h…,"[0, 140]",0,en,1,2021-04-16 19:01:48
arjunghosh,3021,4780,2007-05-31 09:40:21,False,"New Delhi, India","@chamath (1/n)

Hence $AMZN @amazonIN is really in the business of #saving #time for people to rather than #ecommerce, simillarly to like $MCD @McDonalds is in the real estate business rather then #fastfood! 

That's really a definitive ways of looking at value of a company!","[9, 275]",2,en,0,2021-04-16 19:01:18
GunasaiTeja25,37,108,2016-08-20 16:44:53,False,"Kakinada, India",Whom I should blame? The worst services being provided by the @amazonIN ? Or the @delhivery guys who can't hand over the product to the person even after he is willing to show his ID card? Or me for placing another order ?,"[0, 222]",0,en,0,2021-04-16 19:01:01
GunasaiTeja25,37,108,2016-08-20 16:44:53,False,"Kakinada, India",@amazonIN @AmazonHelp Today I got my order cancelled for the third time in a row. Didn't expect this much worst delivery services from you guys. I went to the logistics office which is 40 km away from my place and asked about my package . The response was not only rude but,"[0, 273]",0,en,1,2021-04-16 19:00:57
7730b7314f3a4f0,5,15,2014-12-06 01:42:30,False,"siliguri ,darjeeling",@IqooInd #IQOO7series #amazonIN  my favourite features https://t.co/Agjpf4GzCl,"[0, 54]",0,en,0,2021-04-16 19:00:06
SahaSoumen1981,5,37,2014-02-21 19:13:07,False,howrah,"@amazonIN 
#IQOO7series 
@IqooInd https://t.co/PUUVZQrHsg","[0, 33]",0,und,0,2021-04-16 18:59:25
PRITESHSINH9,4,23,2014-12-25 06:58:01,False,,@IqooInd @amazonIN #IQOO7series https://t.co/IYmJrYZ761,"[0, 31]",0,und,0,2021-04-16 18:59:02
astrosanjoshi,2747,4870,2014-08-30 12:57:25,False,मुंबई-जोगेश्वरी,@amazonIN @awscloud @AmazonHelp 2020despatch 3month used and now stop 100time campilant kkolar not respond pls help me invoice no warranty silp https://t.co/4B0s8Arr3Y,"[0, 143]",0,en,1,2021-04-16 18:58:03
Ashishgajbhiv21,1,23,2020-05-15 04:03:22,False,"Pune, India","@amazonIN @amazon @AmitAgarwal
l played last 4 years, but......?😔😔😔😔 https://t.co/aeFM4uI9kB","[0, 68]",1,en,0,2021-04-16 18:57:42
vigneshv82,369,1643,2015-04-13 10:40:26,False,தென்காசி மாவட்டம்,"RT @SamsungIndia: Launching on 28th April, 12 noon. Head to @amazonIN: https://t.co/thds1SWeww or Samsung Online Store https://t.co/9DRlXrR…","[0, 140]",0,en,103,2021-04-16 18:57:30
openmusicdoors,210,1223,2009-07-18 09:17:17,False,India,"@AmazonHelp YES, i shared every required details already. i am trying to order again at this very moment, yet same issue and not able to get thru payment processing. Even after 4.5 hours same stage to make the same order again and again @amazonIN @amazon @amazonnews @AmazonNews_IN","[12, 281]",1,en,0,2021-04-16 18:56:55
ShashankNaitha3,3,10,2020-07-30 05:33:14,False,,RT @ShashankNaitha3: @amazon @amazonIN #Amazon #AmazonIndia #AmazonIN #QuizTimeMorningsWithAmazon #AmazonQuiz #AmazonQuizTime #QuizTime #Am…,"[0, 140]",0,en,1,2021-04-16 18:56:34
manishnajkani1,27,149,2019-10-06 13:44:23,False,"Vadodara City, Gujarat, India",RT @manishnajkani1: #AmazonQuiz #DailyQuiz #amazonfunzoneslots #Amazonpay @amazonIN #AmazonDeals on @amazonIN #AmazonPrimeVideo @amazonpay…,"[0, 139]",0,und,1,2021-04-16 18:56:29
ShashankNaitha3,3,10,2020-07-30 05:33:14,False,,RT @ShashankNaitha3: @amazon @amazonIN #Amazon #AmazonIndia #AmazonIN #QuizTimeMorningsWithAmazon #AmazonQuiz #AmazonQuizTime #QuizTime #Am…,"[0, 140]",0,en,1,2021-04-16 18:56:26
ShashankNaitha3,3,10,2020-07-30 05:33:14,False,,@amazon @amazonIN #Amazon #AmazonIndia #AmazonIN #QuizTimeMorningsWithAmazon #AmazonQuiz #AmazonQuizTime #QuizTime #AmazonFunzone FUNZONE - Win prizes everyday #Funzone #WinPrizesEveryday #NEWQUIZEVERYDAY #FunzoneQuizTime #DaiyQuizTime #QuizOfTheDay Daily QuizTime https://t.co/8o0UGr4hTZ,"[0, 264]",1,en,1,2021-04-16 18:56:23
ShashankNaitha3,3,10,2020-07-30 05:33:14,False,,@amazon @amazonIN #Amazon #AmazonIndia #AmazonIN #QuizTimeMorningsWithAmazon #AmazonQuiz #AmazonQuizTime #QuizTime #AmazonFunzone FUNZONE - Win prizes everyday #Funzone #WinPrizesEveryday #NEWQUIZEVERYDAY #FunzoneQuizTime #DaiyQuizTime #QuizOfTheDay Daily QuizTime 🌟🌟⭐⭐🌙 https://t.co/Wf658bx6SU,"[0, 270]",1,en,1,2021-04-16 18:56:11
manishnajkani1,27,149,2019-10-06 13:44:23,False,"Vadodara City, Gujarat, India",#AmazonQuiz #DailyQuiz #amazonfunzoneslots #Amazonpay @amazonIN #AmazonDeals on @amazonIN #AmazonPrimeVideo @amazonpay @PrimeVideoIN https://t.co/sR21vTmLTs,"[0, 132]",1,und,1,2021-04-16 18:55:49
TusharS957,36,132,2018-05-17 05:25:16,False,"Nagpur, India","I played this interesting quiz on Amazon  #iQOO7Legend5GAmazonQuiz
@IqooInd @amazonIN  @gagan_arora1

It's a legend phone with legendary features and with legendary performance
https://t.co/85Sl20yTaJ https://t.co/JQcQG9InA3","[0, 200]",0,en,0,2021-04-16 18:55:22
MohammmedYasir,3,11,2020-05-03 23:35:22,False,,"@IqooInd @amazonIN #IQOO7series 
The best thing I liked about the Iqoo 7 legend is it has Snapdragon 888 with super amoled display with 120 hz refresh rate. And 1300 nits of peak brightness which increases gaming and watching movie experience. https://t.co/WXXXnvFu7N","[0, 243]",0,en,0,2021-04-16 18:54:46
kritiGu39238108,1,6,2020-07-27 18:38:02,False,,@amazonIN I didn't get my refund yet....my order got cancelled by Amazon and it's been 1 week that no refund has been done to my account,"[0, 136]",0,en,0,2021-04-16 18:54:33
Ubaidulsaeed,529,925,2018-02-09 21:35:25,False,Dhidhdhdoo🇲🇻,"RT @traveltrademv: Visit Maldives initiates a marketing campaign with Amazon India, the number one e-commerce platform in India. @visitmald…","[0, 140]",0,en,5,2021-04-16 18:54:27
iamSyam92,275,1427,2011-12-01 20:11:36,False,"Visakhapatnam, Andhra Pradesh.","RT @iamSyam92: I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/JQ4csbmq2E 

#iQOO7Legend5GAmazonQuiz

@…","[0, 140]",0,en,1,2021-04-16 18:52:57
RoshanPatil70,2,22,2020-03-18 09:08:03,False,,"#iQOO75GAmazonQuiz 
#DualChipMonsterQuiz
@amazonIN https://t.co/Z1MrM3UZB0","[0, 50]",0,und,0,2021-04-16 18:52:56
iamSyam92,275,1427,2011-12-01 20:11:36,False,"Visakhapatnam, Andhra Pradesh.","I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/JQ4csbmq2E 

#iQOO7Legend5GAmazonQuiz

@amazonIN","[0, 132]",1,en,1,2021-04-16 18:52:49
TusharS957,36,132,2018-05-17 05:25:16,False,"Nagpur, India",#iQOO75GAmazonQuiz  this dual chip features is quite interesting and power-packed @IqooInd  @amazonIN  @gagan_arora1 I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/4qCcrhXav8 https://t.co/N2sQ1DP9rF,"[0, 211]",0,en,0,2021-04-16 18:52:30
RoshanPatil70,2,22,2020-03-18 09:08:03,False,,"#DailyQuizTime
@amazonIN https://t.co/aQtAeX3fiS","[0, 24]",0,und,0,2021-04-16 18:51:58
iamSyam92,275,1427,2011-12-01 20:11:36,False,"Visakhapatnam, Andhra Pradesh.","RT @iamSyam92: I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/GAUamYHu5P 

#iQOO75GAmazonQuiz 

@amazo…","[0, 140]",0,en,1,2021-04-16 18:51:48
iamSyam92,275,1427,2011-12-01 20:11:36,False,"Visakhapatnam, Andhra Pradesh.","I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/GAUamYHu5P 

#iQOO75GAmazonQuiz 

@amazonIN","[0, 127]",1,en,1,2021-04-16 18:51:39
manishnajkani1,27,149,2019-10-06 13:44:23,False,"Vadodara City, Gujarat, India",RT @manishnajkani1: #iQOO75GAmazonQuiz #AmazonQuiz #DailyQuiz #amazonfunzoneslots #Amazonpay @amazonIN #AmazonDeals on @amazonIN #AmazonPri…,"[0, 140]",0,und,1,2021-04-16 18:51:39
SauravMangal83,18,118,2016-09-15 17:09:52,False,"Bengaluru, India","@amazonIN Seems like Apple Airpods sold from ur platform are FAKE, that's d reason ur seller isn't able to provide an invoice wid Serial# on it which is needed by @Apple india for warranty authentication. Been following from weeks now. No help provided. Order#408-5879907-3081952","[0, 279]",0,en,0,2021-04-16 18:51:29
manishnajkani1,27,149,2019-10-06 13:44:23,False,"Vadodara City, Gujarat, India",#iQOO75GAmazonQuiz #AmazonQuiz #DailyQuiz #amazonfunzoneslots #Amazonpay @amazonIN #AmazonDeals on @amazonIN #AmazonPrimeVideo @amazonpay @PrimeVideoIN https://t.co/KUh4vEbInn,"[0, 151]",1,und,1,2021-04-16 18:51:26
iamSyam92,275,1427,2011-12-01 20:11:36,False,"Visakhapatnam, Andhra Pradesh.","I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/a1cHfkqNu7 

@amazonIN","[0, 106]",0,en,0,2021-04-16 18:50:38
babavaieragi,1140,1058,2019-08-02 06:10:18,False,आर्यावर्त,@desimojito @amazonIN कम पैसों में इतना हि मिलेगा।,"[22, 50]",2,hi,0,2021-04-16 18:50:35
AnilNathani99,1,10,2020-07-30 07:30:20,False,"Kotdwara, India",RT @AnilNathani99: @amazon @amazonIN #Amazon #AmazonIndia #AmazonIN #QuizTimeMorningsWithAmazon #AmazonQuiz #AmazonQuizTime #QuizTime #Amaz…,"[0, 140]",0,en,1,2021-04-16 18:50:12
Ashishgajbhiv21,1,23,2020-05-15 04:03:22,False,"Pune, India",@amazonIN @amazon @AmitAgarwal @JeffBezos #AmazonDailyQuizTime #AmazonQuiz #AmazonPayBalance https://t.co/8WkOci9J2B,"[0, 92]",1,und,0,2021-04-16 18:50:11
AnilNathani99,1,10,2020-07-30 07:30:20,False,"Kotdwara, India",@amazon @amazonIN #Amazon #AmazonIndia #AmazonIN #QuizTimeMorningsWithAmazon #AmazonQuiz #AmazonQuizTime #QuizTime #AmazonFunzone FUNZONE - Win prizes everyday #Funzone #WinPrizesEveryday #NEWQUIZEVERYDAY #FunzoneQuizTime #DaiyQuizTime #QuizOfTheDay Daily QuizTime 🌟🌟⭐⭐🌙 https://t.co/Dw6NiajfSi,"[0, 270]",1,en,1,2021-04-16 18:50:05
MohammmedYasir,3,11,2020-05-03 23:35:22,False,,"@IqooInd @amazonIN 
#IQOO7series .
The best feature of this iqoo 7 5G I liked is it has Snapdragon 870 which is the beast performance and with inteligent display technology where it enhances gaming experience with enhance frame rates. https://t.co/Hu2lTfJJum","[0, 234]",0,en,0,2021-04-16 18:49:27
AnilNathani99,1,10,2020-07-30 07:30:20,False,"Kotdwara, India",RT @AnilNathani99: @amazon @amazonIN #Amazon #AmazonIndia #AmazonIN #QuizTimeMorningsWithAmazon #AmazonQuiz #AmazonQuizTime #QuizTime #Amaz…,"[0, 140]",0,en,1,2021-04-16 18:49:02
AnilNathani99,1,10,2020-07-30 07:30:20,False,"Kotdwara, India",@amazon @amazonIN #Amazon #AmazonIndia #AmazonIN #QuizTimeMorningsWithAmazon #AmazonQuiz #AmazonQuizTime #QuizTime #AmazonFunzone FUNZONE - Win prizes everyday #Funzone #WinPrizesEveryday #NEWQUIZEVERYDAY #FunzoneQuizTime #DaiyQuizTime #QuizOfTheDay Daily QuizTime https://t.co/Mjcqd1gr0i,"[0, 264]",1,en,1,2021-04-16 18:48:55
madhuri_chadha8,252,1884,2020-02-14 09:51:54,False,Punjab,"RT @SamsungIndia: Launching on 28th April, 12 noon. Head to @amazonIN: https://t.co/thds1SWeww or Samsung Online Store https://t.co/9DRlXrR…","[0, 140]",0,en,103,2021-04-16 18:48:30
Manish06Agarwal,123,916,2013-09-19 09:34:45,False,,"@desimojito @amazonIN भाई कुछ तो भेजा आपको. मैंने इलेक्ट्रिकल socket मंगाया था, उन लोगों ने खाली लिफाफा भेज दिया मुझे 🥺 https://t.co/04L4UdkQ6S","[22, 119]",1,hi,0,2021-04-16 18:48:24
ShieldVoC,17697,98,2019-06-08 15:40:33,False,"Stockholm, Sweden","RT @amqjsr: @JeffBezos @AmazonHelp @amazonIN now please justify my eligibility, first check the quiz duration and then make your answer. Ha…","[0, 140]",0,en,1,2021-04-16 18:48:15
Shukrayaan,180,292,2009-05-23 09:36:59,False,"Dubai, United Arab Emirates",@desimojito @amazonIN Adhe ka mask ban gya hoga,"[22, 47]",0,hi,0,2021-04-16 18:47:29
TusharS957,36,132,2018-05-17 05:25:16,False,"Nagpur, India",@amazonIN https://t.co/wduip7tiyD,"[0, 9]",0,und,0,2021-04-16 18:47:22
RAJABARDHAN3,1,8,2020-01-23 16:56:40,False,"Udaipur, gomati Tripura, INDIA","@IqooInd @amazonIN #iqoo7series favourite.
@amazonIN @IqooInd .
sd 870 &amp; display with Gaming.😃🔥","[19, 99]",0,en,0,2021-04-16 18:42:15
openmusicdoors,210,1223,2009-07-18 09:17:17,False,India,@AmazonHelp @amazon @amazonIN @amazonnews @AmazonNews_IN i want my order delivered on time by 18 April as shown on my 1st attempt of ordering. Due to your system fault i am not willing to suffer a single day work loss if delivery get delay by a day coz of payment failure &amp; order confirmation,"[12, 296]",1,en,0,2021-04-16 18:41:58
child7mari,5727,5464,2009-09-04 23:54:48,False,"Twentynine Palms, California",Fall and Rise of the Macas (Chronicles of the Maca Book 6) by Mari Collier https://t.co/yHCfbIdKEg via @amazonIN,"[0, 112]",1,en,0,2021-04-16 18:41:26
RAJABARDHAN3,1,8,2020-01-23 16:56:40,False,"Udaipur, gomati Tripura, INDIA","RT @IqooInd: What does dual chip do?
Qualcomm Snapdragon 870 and Intelligent display chip, one enhances display performance and the other i…","[0, 140]",0,en,72,2021-04-16 18:40:14
RAJABARDHAN3,1,8,2020-01-23 16:56:40,False,"Udaipur, gomati Tripura, INDIA","RT @IqooInd: Experience colors like never before on the 120Hz AMOLED Display.

With 1300nits Brightness and 6000000:1 Contrast Ratio, every…","[0, 140]",0,en,80,2021-04-16 18:40:03
Rrv_06,96,582,2011-09-17 15:01:32,False,"Bangalore,India","RT @IqooInd: Experience colors like never before on the 120Hz AMOLED Display.

With 1300nits Brightness and 6000000:1 Contrast Ratio, every…","[0, 140]",0,en,80,2021-04-16 18:39:48
RAJABARDHAN3,1,8,2020-01-23 16:56:40,False,"Udaipur, gomati Tripura, INDIA","Favorite phone @IqooInd @amazonIN  #IQOO7series 
Entry Done 😃✅ https://t.co/dU3VOZ2hJm","[0, 62]",0,en,0,2021-04-16 18:39:40
tony_karyakarta,1805,179,2014-06-18 19:53:48,False,tonydastonydas@gmail.com,"@DrJitendraSingh @narendramodi @amazonIN 😁 Ji-Tender Singh ji , please! 

This is not the right time to announce all this Business Destination and Bla...Bla....Bla...

Arrange Vaccines for us in North East, rest we can discuss latter","[41, 233]",2,en,1,2021-04-16 18:39:31
vishalmandal98,4,44,2015-01-27 06:33:28,False,"Punjab, India",hi @Uber_India and @amazonIN plz get pay later option  #KeepItSimpl,"[0, 67]",0,en,0,2021-04-16 18:39:21
ShieldVoC,17697,98,2019-06-08 15:40:33,False,"Stockholm, Sweden","RT @Uk_24x7: @amazonIN @AmazonNews_IN @amazon @AmazonHelp 
I thought the purpose of PRIME was free and fast delivery . 
A few days ago my s…","[0, 140]",0,en,1,2021-04-16 18:39:14
kamila_subrata,16,33,2016-10-05 14:27:03,False,"Bengaluru South, India",@IqooInd @amazonIN ... You guys are brilliant... What a nice and super smart phone you guys are going to launch 🙏🙏 #IQOO7series  jindabad ✌ https://t.co/CQxSV6HDrM,"[0, 139]",0,en,0,2021-04-16 18:39:06
kittupari31,10561,4781,2013-12-05 09:01:55,False,"Bengaluru, India","RT @SamsungIndia: Launching on 28th April, 12 noon. Head to @amazonIN: https://t.co/thds1SWeww or Samsung Online Store https://t.co/9DRlXrR…","[0, 140]",0,en,103,2021-04-16 18:38:43
Josh777V777,1,38,2020-08-01 07:09:50,False,,"My Favourite IQOO 7 feature is the superfast Snapdragon 870 5G Chipset. #IQOO7series 
@IqooInd @amazonIN https://t.co/0fmDdAL2ri","[0, 104]",0,en,0,2021-04-16 18:37:49
AmazonQuizzes,514,3,2020-06-26 07:56:23,False,,"🏆 #AmazonQuiz - Win ₹ 15,000 
⏳ 17 Apr 21 (24 hours) 
✨ Daily Quiz Answers  

1. Mount Kilimanjaro (1) 
2. Assam (2) 
3. Most expensive bottle of water in the world (3) 
4. Pixar (4) 
5. Colt (4) 

Play Quiz - 
https://t.co/RI03YlMSmo

Keep playing @amazonIN https://t.co/71ePEQQ0CW","[0, 258]",2,en,1,2021-04-16 18:36:22
ShieldVoC,17697,98,2019-06-08 15:40:33,False,"Stockholm, Sweden","RT @Saurabh98681287: Your Amazon Customer Can't ReOpen My Account 😑

Such A Bad Experience With You Guys 

I Lost My Refund Of Rs 2800rs…","[0, 137]",0,en,1,2021-04-16 18:35:37
raghav4india,1730,4024,2014-10-23 11:18:08,False,India,@hawkersjac @CAITIndia @amazonIN @CHoffmanUNI @nickrudikoff @uniglobalunion @RajendraUNIApro @ProgIntl @PragyaS97216506 @IndiaWpc @mbd2041 @adriandurtschi @HariNYT @htTweets @Streetnet1 @ShaliniWIEGO @City_Sabha @IGSSS The Indian Compact has the power and potential to humble these draconian behemoths killing one and all for their very own advancement.,"[219, 353]",0,en,0,2021-04-16 18:32:10
manikumar4144,305,1493,2012-05-09 08:09:18,False,"Bengaluru South, India","RT @manikumar4144: My favorite feature of #DualChipMonster is dual chip system, Qualcomm Snapdragon 870 and Intelligent display chip, one e…","[0, 140]",0,en,1,2021-04-16 18:31:43
ROCKY_7001,3,152,2017-04-12 09:28:27,False,"Chhattisgarh, India",RT @ROCKY_7001: Pls again upload this movie Amazon prime video I watched this movie in month of September 2020 after few days it will unava…,"[0, 140]",0,en,1,2021-04-16 18:30:52
manikumar4144,305,1493,2012-05-09 08:09:18,False,"Bengaluru South, India","My favorite feature of #DualChipMonster is dual chip system, Qualcomm Snapdragon 870 and Intelligent display chip, one enhances display performance and the other improves performance. 

1 for Performance. 1 for Display. 

#iQOO7
#DualChipMonster
#IQOO7series
@IqooInd
@amazonIN https://t.co/sPcAFLaKJj","[0, 277]",1,en,1,2021-04-16 18:30:37
07madhurjya,12,30,2011-05-02 13:21:33,False,"Guwahati, India","That Snapdragon 888, alongside 300Hz TSR and 1000HZ Instant TSR is bang on. 😵🤩😛 0-100% battery in 22 mins, is mind-blowing. 🤯😱 And that BMW M Motorsport design is classy af. 😍
Iqoo 7 Legend- truly a gamers paradise. Apr 26th come soon. ⌛😬
@amazonIN @IqooInd #iQOO7Series https://t.co/BddjzrN1kH","[0, 270]",0,en,0,2021-04-16 18:29:59
utkarsh_chatur,292,270,2013-03-30 17:36:54,False,"Mumbai, India","I ordered this Giloy tablet worth Rs. 185 (100 tablets) from @amazonIN @amazon @DaburIndia after opening this I found that only 45 tablets are there and not 100.
Fooling customers in these tough times @DaburIndia  @forum_consumer @consumerforum_ https://t.co/UmNhhgveYA","[0, 245]",5,en,0,2021-04-16 18:28:47
Sushant63966815,1,16,2021-01-21 08:09:06,False,,"@IqooInd @amazonIN 
#IQOO7series https://t.co/OmoRZ5n7e2","[0, 32]",0,und,0,2021-04-16 18:28:04
kamariner07,213,287,2009-12-06 14:04:10,False,"navi mumbai,mah,india",@HPIndia That's the difference between @amazonIN and @HP if I had raised a complaint there that to so soon I would have already gotten a replacement product by now but It was my mistake that it wasn't available at @amazonIN so I had to go for @hp and now I am in a fix,"[9, 268]",0,en,0,2021-04-16 18:28:02
manikumar4144,305,1493,2012-05-09 08:09:18,False,"Bengaluru South, India","RT @manikumar4144: Waiting for the 

""IQ007 Legend 5G Monster Inside""

My favorite features
👉 SD 888 5G
👉 Full charge in 22 mins with 65 W…","[0, 139]",0,en,1,2021-04-16 18:28:01
manikumar4144,305,1493,2012-05-09 08:09:18,False,"Bengaluru South, India","Waiting for the 

""IQ007 Legend 5G Monster Inside""

My favorite features
👉 SD 888 5G
👉 Full charge in 22 mins with 65 W fast charger
👉 120 HZ Amoled Display
👉 300 HZ Touch Sampling Rate
👉 Superb Design

#IQOO7
#IQOO7series
#MonsterInside
@IqooInd
@amazonIN https://t.co/iRnMuCzDxj","[0, 256]",3,en,1,2021-04-16 18:27:55
jobilc,50,134,2011-03-25 03:33:20,False,India,@amazonIN @AmazonHelp  I have ordered this product and we don't another product ... We did apply for replacement or return .. hut now it showing we can't return it back ... Can you ppl help me ?? https://t.co/sS3ajOjRzR,"[0, 195]",0,en,1,2021-04-16 18:27:53
_ArchitGoel,6,6,2014-01-23 08:29:39,False,,"@Flipkart Why you delivered my order to someone else? Why it is not delivered to mentioned Address.
Need my order asap.

#need_Justification #Feeling_Cheated #Worst_Service_Flipkart #fraud

@amazonIN Reality infront of you,","[0, 223]",0,en,0,2021-04-16 18:27:23
aruthe_kattala,439,641,2020-11-17 04:22:08,False,Solid State Drive,"Hey @amazonIN, problem with an order refund? Any help?","[0, 54]",2,en,0,2021-04-16 18:27:02
aswinrulez,175,50,2009-06-16 12:11:45,False,Chennai,@SleepyheadHQ @help_delhivery @amazonIN @help_delhivery no change in status today as well. No call from your team either. 10days since the item was shipped and it's still not delivered and it was supposed to be a scheduled delivery. @SleepyheadHQ @amazonIN,"[40, 256]",0,en,0,2021-04-16 18:26:40
