labels,Text,likes
0,#aapl:4-inch iphone 6: five reasons apple won't make it...,927
0,apple to open new research site in japan $aapl #aapl ,261
0,apple inc seo: a walk through the mystery of   #aapl,781
-1,no @apple tv update for me yet,191
0,"dashlane introduces 'password changer', allowing users to change multiple passwords with one click [mac blog]  #aapl",439
0,block trade detected in #aapl,746
1,youtube on apple tv just got a whole lot better:   @youtube @apple #youtube via @mashable,188
0,"apple intraday comments - updated range,. - premium users  #aapl #stockaction #trading #stocks #mkt ",448
0,"apple plans to build a technical center in yokohama, japan, adding 'dozens of jobs.'  #aapl",71
0,.@apple is reportedly hiring fashion-focused staff for its physical stores  #ftdaily #fashiontech,887
0,rt @decodedfashion: .@apple is reportedly hiring fashion-focused staff for its physical stores  #ftdaily #fashiontech,1
1,"#aapl ipad wins in ranking for best android tablets - seems reasonable, right? ",183
0,"perceiving misalignment: facebook vs apple, ello  #aapl #ello",785
0,rt @decodedfashion: .@apple is reportedly hiring fashion-focused staff for its physical stores  #ftdaily #fashiontech,20
0,"@carlquintanilla thanks for all the #aapl coverage, we're all so deeply invested in this one stock; in my biz you can't ignore it....",671
0,"2015 to be the year of biometrics, wearables, cryptocurrency and streaming $aapl #aapl ",902
-1,my iphone is fucked. thanks @apple and @ee what great help you were. where can i get a new iphone from?,442
0,"loving the samsung one with kristen bell. rt @adage: watch the weekend's new tv ads from @radioshack, @apple and more ",393
0,"trade $aapl #free nightly updates are #posted here on #twitter, or you can visit the #trade #aapl free #website here ",146
0,apple again orders app developer to remove a useful and popular feature  via @appy_geek @apple dictatorship!,1185
0,"#top #iphone and #ipad games of #2014: @apple [#apple] names monument valley &amp; #threes. (#tuesday, 9 #december) ",564
0,why can't i just date me why can't i clone me? come thru @apple,469
-1,.@apple and @amazon refuse to make full federal workforce diversity data public  #diversity #tech #technology #jobs,206
-1,the pop up message box on iphones is terrible @apple,224
1,@apple @ibooks is awesome. thank you!,770
1,2015 @apple #macbookair release may be the best mac yet ,190
-1,why apple and microsoft should be worried about google's chromebooks $aapl #aapl ,364
-1,#aapl:apple (aapl) stock is falling today amid ipod pricing lawsuit...,234
0,new @apple patent from primesense covers kinect-style 3d spaceåêmapping  via @techcrunch #cooltech,77
0,rt @sanforddiday: new @apple patent from primesense covers kinect-style 3d spaceåêmapping  via @techcrunch #cooltech,47
-1,.@apple it really makes it hard to spend money on apps with functionality that might soon disappear on the today menu.  please stop this.,237
0,"rt @onerepublic: studio at 45,000 ft.  one outlet,  4 computers.  @apple we need the batteries of the future now!!!! ",503
1,"apple inc., gopro inc products are go-to gifts: analyst  #aapl",267
-1,"i've tried turning it off and on, what's my problem here? @apple ",825
-1,"rt @ilovemymom98: i've tried turning it off and on, what's my problem here? @apple ",515
0,"rt @ilovemymom98: i've tried turning it off and on, what's my problem here? @apple ",641
0,'@apple: what to expect in 2015' ,214
0,"apple intraday comments - updated range,,, - premium users  #aapl #stockaction #trading #stocks #mkt ",747
0,rt @decodedfashion: .@apple is reportedly hiring fashion-focused staff for its physical stores  #ftdaily #fashiontech,93
1,"#apple wins patent for #3d iphone ui w/ motion gestures, reassigns ... -  #aapl ",850
0,#aapl:pm abe says apple to build technical center in japan...,230
0,'@apple: what to expect in 2015' ,150
0,"rt @ilovemymom98: i've tried turning it off and on, what's my problem here? @apple ",183
-1,"rt @ilovemymom98: i've tried turning it off and on, what's my problem here? @apple ",354
0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,285
0,"rt @t21century: translate your app! success story from taus member @smartling - go global with @apple, @tesla, @gopro ",65
0,the best @apple #iphone apps for 2014 ,6
0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree.",636
0,#brooklyn is changing! @apple store is heading to bk!,650
-1,@steveliesman whatever it takes to bring this stock down you'll do it. nothing is too dumb #aapl !!!,896
-1,ipod lawsuit loses last plaintiff as judge discusses halt amid search for replacements  #aapl,1034
0,confirmed: bose speakers returning to #apple stores after removal earlier this year -  #aapl #beatselectronics,735
0,apple retailers teaching free 'hour of code' @pcmag -  @apple #hourofcode @codeorg,898
0,"rt @ilovemymom98: i've tried turning it off and on, what's my problem here? @apple ",256
-1,"@apple, you made a mistake. now itå«s time to replace or fix all 2011 macbook pro with graphics failure. #mbp2011  ",32
0,"#use @apple [#apple]'s built in #security feature to #find your lost #iphone.. (#tuesday, 9 #december) ",421
0,apple intraday comments - updated range  - premium users  #aapl #stockaction #trading #stocks #mkt ,1012
1,"@apple #apple tech support is so nice. free stuff!! sucks about the ringtone issue, though...",751
1,hurry up @apple! working hours a day on this laptop is killing my neck. #iwantmynewimacnow,866
1,apple releases ios 8.1.2 with fix for disappearing ringtone issue  #aapl,1603
0,our new @technogym treadmills getting assembled. could only be better if @apple #carplay was compatible... ,1109
0,"@sacca if #simplicity was hard to charge for, why is #aapl the most valuable company? #ipad",15
0,what to expect from apple in 2015 $aapl #aapl ,783
0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,3783
-1,literally have been trying to get my @apple id re-enabled since november. why in the actual fuck is this so difficult?,670
0,rt @hoetbh: why can't i just date me why can't i clone me? come thru @apple,434
0,confirmed: bose speakers returning to #apple stores ... -  #aapl #beatselectronics ,605
0,jeff daniels in talks to play former apple ceo john sculley in aaron sorkin's steve jobs movie [mac blog]  #aapl,829
-1,#aapl:apple products may have bah! humbug! holiday: survey...,574
-1,"rt @ilovemymom98: i've tried turning it off and on, what's my problem here? @apple ",599
0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,1093
0,definitely upgrading from #want to #need @apple #imac @ best buy ,1235
0,have just cashed out the #aapl #cfd - from $110 to $113 inside 4 hours - be brave sometimes!,8
0,did #apple drop #google maps for good? #apple maps now rolling out on  -  #aapl,213
-1,"please @apple, make the green button do what it used to do. full screen is the exception, not the rule. #whomovedmycheese",988
1,#apple releases ios 8.1.2 with fixes for bugs including ringtone issues -  #aapl #companycheck,1616
0,pencil skirt and pacifier: tech tuesday: all about the leather @apple ,29
0,apple ipod class action trial to continue temporarily without a plaintiff  $aapl #aapl ,764
-1,another fucking software update? really? @apple,385
0,apple transitions 'find my iphone' web maps for  from google to apple [ios blog]  #aapl,301
1,"five apple predictions for 2015. i disagree absolutely, apple will have an incredible holiday season! #aapl 130$ ",875
1,"it looked like #aapl was going to be down again today, but it made a turn for the positive.",826
0,"best of #stakeholderengagement in '14: @thenorthface + @fourpawsuk, @cargill + @theforesttrust, @apple + @greenpeace. ",647
0,"mt @kellenklein: best of #stakeholderengagement in '14: @thenorthface + @fourpawsuk, @apple + @greenpeace.  @future500",238
0,"@apple sales@ imac 24inch 2007 updated with yosi... great family device, refurbished.. å£330.00 3 month warranty... ",667
1,thank u @apple i can now compile all of the pics that i communicate with in one place ,221
-1,@apple @tim_cook its 28 mb ! why do i need wifi to install it???? ,306
-1,just been handed this @apple device to fix ..m.. owner doesn't fancy waiting .... #nowounder ,277
-1,"dear santa, all i want for christmas is for @apple to send my iphone (ordered 9/29).",550
-1,"yes.  rt @garrett_wollman: no, @apple, don't 'remind me tomorrow'. just f'ing tell me what the updates you want to install actually are.",495
-1,"please, @apple, don't go the way @facebook has gone with their ios 'release notes'.  we deserve to know what's happening with our gear.",1099
0,"apple inc. is catching up on iphone 6 supply, but still lagging demand  $aapl #aapl ",140
0,"#aapl:a year later, microsoft's nokia acquisition makes sense...",221
0,lastpass debuts 'auto-password change' feature for easy password changes [mac blog]  #aapl,36
-1,gave @apple over 3k for a computer weeks ago...and still nothing. awesome.,256
-1,"happy monday! my camera on my fancy @apple #iphone6plus suddenly stopped working this weekend, so instead - i meme. ",1572
0,i called operator @apple to speak to someone about corp funding the frank o geary baseball stadium in st pete fl. shehungup @tim_cook  help!,86
0,#elevate is @apple's pick for number one #iphone app of the year. ,748
0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,24
-1,block trade detected in #aapl,56
-1,we hope @apple doesn't use glass for their new store in #williamsburg   we are afraid the #sikrikim and #tzimerman will break it...,84
-1,@apple why did you make it so difficult to get help with your products?  i just wasted 45 minutes of my life online and still am nowhere.,161
0,@apple co-founder steve wozniak talks about steve jobs &amp; apples early days. via @designtaxi ,757
-1,my phone went from 78% to 21% @apple please tell me how that is mathematically possible,875
-1,"average mac user faced nine malware threats last year, but os x remains minor target [mac blog]  #aapl",458
0,zoonova what-if analysis #aapl #lnkd #fb #googl #tsla stocks options bonds frn mm. % -10 bps vol + 20% nasdaq 4500 ,4
-1,rt @marisalovexox: my phone went from 78% to 21% @apple please tell me how that is mathematically possible,396
0,why apple watch may be a luxury fashion hit  $aapl #aapl ,1762
0,"rt @cnet: @apple pioneer bill fernandez on @google glass, oculus rift and the look of the future  #innovation",784
-1,fuck this is the third charger i've broke in like two months @apple u suck and you know it,96
0,here are the top apps for the iphone according to @apple  #technologya,78
0,cnbctv;  what's driving #apple down?  #aapl,208
0,apple - fibonacci technicals levels - last intraday  update - $aapl #aapl  ,364
-1,13% left what even is this shit @apple,330
1,finally got my iphone 6! @apple =) such a relief after using my 4 for months!,261
0,five apple predictions for 2015 $aapl #aapl ,256
-1,"rt @ilovemymom98: i've tried turning it off and on, what's my problem here? @apple ",1314
0,@stepram @apple is it your mother's,265
0,@apple store on 5th ave ,75
1,opening a new non-apple device reminds what an amazing job @apple does with out-of-box-experience. #pono #arrived #confused,74
-1,c'mon @apple i'm ready to buy your watch. hurry up. #applewatch ,1191
0,#aapl:here's apple's idea for a 3d iphone display...,4
-1,"had android chargers for years &amp; they're still top tier. please keep up, @apple.",224
0,apple intraday comments - last update - premium users  #aapl #stockaction #trading #stocks #mkt ,333
-1,.@apple please ban 'after school' and 'yik yak' apps from itunes/app store. these are apps being used for anonymous bullying &amp; threats.,51
0,@apple recruiting luxury executives for iwatch. i'll make it easy for them: just get celebrities to wear them.,1088
0,@iamrayuko @apple who're you talking to,60
0,"apple:dec 9 trading daily profit $3.48/sh, weekly profits of $6.26/sh  #aapl #stockaction #trading #stocks #mkt   ",565
1,lets go shopping!!! @apple ,700
-1,"rt @ilovemymom98: i've tried turning it off and on, what's my problem here? @apple ",1005
0,@afrobugeisha @apple how if i'm an apple supporter,844
0,@iamrayuko @apple because you know you don't want none!,38
-1,thinking of upgrading to #yosemite? think twice   it's not for everyone. rt #asmsg @apple,727
0,media reports say that @apple is hiring pros from the fashion and retail industry - #wearabletechnology is fashion ,173
0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree.",690
-1,proof @apple does not use it's own products. freaking mail shows up in search for file in the finder!  nut kicks. ,40
-1,really @apple? your search tool is useless. nut kicks ,1328
-1,ur minute has been about 10 minutes @apple ,532
0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree.",526
-1,so @apple just gave me a huge middle finger to the face,551
-1,rt @ecofantasy: thinking of upgrading to #yosemite? think twice   it's not for everyone. rt #asmsg @apple,905
-1,rt @ecofantasy: thinking of upgrading to #yosemite? think twice   it's not for everyone. rt #asmsg @apple,788
0,@nickm538 @apple tell them how ya really feel,383
-1,why isnt group facetime a thing @apple wtf,504
-1,being held hostage at @apple - they are replacing the whole phone. last backup at 630 a.m. this morning so anything since was byebyebye.,6
1,rt @shannonmmiller: love the @apple is supporting #hourofcode with workshops! :) ,50
-1,hey @apple is it normal for my laptop charger to be soldering itself to my skin? thanks! - j,17
0,(via fc) apple is warming up to social media - apple is hiring a social media guru in l.a. will @apple finally twe... ,1113
0,rt @mmlxiv: there is no avocado emoji may i ask why @apple,435
1,@marcbulandr i could not agree more. between @apple @twitter and @ibmwatson only great things will happen. #appleandibm #ibmandtwitter,282
-1,my iphone 5's photos are no longer downloading automatically to my laptop when i sync it. @apple support is unhelpful. any ideas?,282
1,rt @swiftkey: we're so excited to be named to @apple's 'app store best of 2014' list this year!  #apple,536
-1,wow. yall needa step it up @apple rt @heynyla: music and snapchat at the same damn time. thank you #note4,917
0,what happened to apple inc?     #aapl #apple @moneypress ,124
1,thank u @apple i can now compile all of the pics that i communicate with in one place ,688
0,the oddly uplifting story of the apple co-founder who sold his stake for $800  $aapl #aapl ,1514
0,@apple can i exchange my iphone for a different color lmao  i changed my mind,40
-1,rt @jpdesloges: apple acted unfairly in suppressing digital music competition: paul kedrosky $aapl #aapl ,1828
0,let's not forget that press effects stock @apple to defend against ipod antitrust suit ,19
-1,apple inc. deleted songs from rival services from ipods  #aapl,460
0,@teamcavuto @apple they're staging a die in ar an apple store while being on their iphone.,36
-1,"happy monday! my camera on my fancy @apple #iphone6plus suddenly stopped working this weekend, so instead - i meme. ",50
-1,facebook ceo mark zuckerberg criticizes apple $aapl #aapl ,683
-1,@apple  you need to sort your phones out.,761
0,@onerepublic @apple 45000 feet keep flying,350
0,"@markzuckerbergf of @facebook and tim cook of @apple are sparring, but can we plz talk real connectivity on the web? ",377
-1,@apple youre shit fix my problem,2206
0,"up 169%, is #apple supplier #skyworks still a buy? #swks  #aapl #brcm #mu #qcom #vti ",149
-1,theyre not rt @naivana_: you gotta be kidding me @apple ,148
0,what to expect from apple in 2015 $aapl #aapl ,2294
0,confirmed: bose speakers returning to #apple stores after removal earlier this year -  #aapl #beatselectronics,307
-1,@apple @iphone4 oh it's not fair and i think you're really mean,443
0,"how competition between #wireless carriers benefits #apple, inc. | the motley fool #aapl ",45
0,does @apple store in georgetown sell refurb'd ipads? or just new? are refurbs only available online?,748
-1,how is my battery already 83% within 15 minutes of usage. fix up @apple,1183
-1,@uberfacts i can think of 100 reasons not to if your on a 4s. fuck @apple,46
-1,how long does it really take for a phone to ship @apple smh,240
0,@the_hiit_coach @weightsmate @apple it's similar to an existing app (called cardio guru interestingly). maybe apple have noticed this?,375
0,"#aapl:pale, hoarse steve jobs defends apple in videotaped deposition in ipod...",301
-1,.@apple the ipad update to ios 8 is an absolute disaster. nothing works right anymore. safari crashes constantly. #ifail,479
0,"#aapl:apple trial continues, without a plaintiff for now...",315
1,finally! brooklyn is getting its own #apple store #aapl  ,923
1,rt @swiftkey: we're so excited to be named to @apple's 'app store best of 2014' list this year!  #apple,354
0,"the best link of the day on @usemuzli tech: @facebook ceo mark zuckerberg goes after @tim_cook , @apple -- appadvice ",154
-1,@pcaudiolabs is in and @apple is out at emanon records.  apple was premium product. now it is an average product with a premium price.,1065
-1,realised the reason @apple make huge phones is because they f**ked safari up by not allowing us to hide the address bar,390
-1,finally updated to ios 8...this happened ha weird glitch fix it please @apple ,353
0,rt @jopocop: thestreet:  #apple gets price target boost on back of strong #iphone demand #aapl  ,435
0,how to make #apple special again #aapl ,1080
0,@swerviinnn @apple clearly its a sign they doing u a favor,622
-1,@apple #macos #yosemite is a buggy piece of shit. it makes me miss #windows8.,135
-1,i'm surprised there isn't more talk about what looked like a flash crash in #aapl yesterday. biggest range in years and largely ignored,60
-1,"shockingly, imessage on the desktop is fucked up again. great work, @apple. seriously, on point with network services as only you can do.",1269
-1,the hell does this mean @apple one day skype won't let me login now i can't even open the app ,555
-1,tryng to get back on snapchat but the app store isn't cooperating @apple,1373
0,"apple adds new flyover locations to maps, siri movie showtimes in more countries [ios blog]  #aapl",334
-1,@apple fucking let everyone name the group chats their own things please and thanks,539
0,@dougluberts @apple is it the 128gb version?,1669
0,the questions every #cio should ask about @apple #iwatch: ,362
-1,rt @saigeist: the most offensive thing is the lack of a trashcan emoji stop the discrimination @apple,1083
-1,rt @jpdesloges: higher price targets are not helping apple's shares $aapl #aapl ,798
0,#apple heads to trial over itunes update #aapl ,1476
0,"#aapl:new, far-reaching apple patent reveals next iphone may demonstrate a c...",197
-1,"@apple why is your nyc grand central store so bad when it comes to service? 14th street is much, much better...",795
-1,i'm not happy about that @apple,231
0,"rt @adage: watch the weekend's new tv ads from @radioshack, @apple and more ",487
-1,@tehhgoat @apple do you by accident have me blocked or?,1049
-1,real tired of my charger breaking every month @apple,356
0,is apple the most important stock on earth?   #aapl ,378
-1,@apple get your shit together i hate you,388
-1,#nasdaq big fall. @fb @baba @twtr @linkd @apple fell 3-6% on monday! see whether follow up ..,277
0,are u #android or #ios? $aapl #samsung #aapl #applepay #apple #goodmore #givingtuesday #stonersports #3yearsof5sos #flashvsarrow #stocks,267
-1,honestly fuuuuccckkkk you @apple ,446
-1,@sscomposer @apple seems to ignore any key presses like command r and is just doing its own thing.,956
0,rt @jpdesloges: apple - fibonacci technicals levels - last intraday  update - $aapl #aapl  ,602
-1,"note to @apple, mail still has trouble sending.  the last update didn't fix it.  mail that doesn't send?  not so useful.",225
0,"@brettgilmour @apple you're not the only one apparently, based on that last interview we did with @carmilevy",214
-1,"no @macbook today,charger broken .help please @apple what can i do...",179
0,#google may be the big winner in lausd's #ipad scandal  via @bw #aapl,78
-1,fuck u @apple i just dropped my new iphone6  and it got all sctratched up ! im done with apple so fucking fragile,1055
0,"#will the #iphone6plus shortage hurt @apple [#apple] this christmas?. (#monday, 8 #december) ",2287
-1,@britt_bumgarner @briannalengy i mean it didn't auto correct so who is really at fault here @apple,1004
0,"aapl 'buy' reiterated,  target raised to $130 by bank of america merrill lynch $aapl brief explanation here:   #aapl",950
-1,fuck type of shit is this @apple @autocorrect @siri ,1935
-1,left the hoos we 100% now got 50 iphones are dire @apple suck ur mum,60
0,@brycehendersonn o wow @technology @stevejobs #gamergate  @ign  @machinima @gameinformer @apple #64megaherts  got me there,725
0,5 companies growing faster than apple inc.  #aapl,79
-1,@apple #yosemiteproblems erases my saved pass words every day. this is getting annoying.,71
1,"@apple #apple tech support is so nice. free stuff!! sucks about the ringtone issue, though...",563
0,"apple releases safari 8.0.1, 7.1.1, and 6.2.1  #aapl",275
0,"early apple employee bill fernandez shares details on steve jobs, creation of the apple ii, and more  #aapl",614
0,"aapl passes $700 billion in market cap and setting a new record, details here:  #aapl #apple #stocks #record #news",1205
-1,can't believe @apple said melted keys on mac pro is not under warranty for a machine less than a year old. asking for 鶯500 to repair.,249
0,i posted 9 photos on facebook in the album 'wow talks // passion for design // london design festival @apple' ,85
0,how to use #ios8 continuity | know your mobile  #aapl,2159
-1,@swiftkey @apple oh in wish you guys would port hebrew from the android version already! i have swapping abck and forth,535
1,apple's iphone 6 plus amazingly captures 41% of the phablet market right out of the gate $aapl #aapl ,39
1,#aapl providing another great entry point &lt; $115,200
0,@lisapjackson any stats on use of @apple's recycling program?,10
0,#aapl:corporate earnings to contract; short apple: best of kass...,533
0,ayo @apple i think u should create a 'video message' option so when @carlabarlacakes doesn't answer my facetime i can leave her a video mail,9
0,the power of @apple 's strong branding and store design in one photo  via @qz ,185
-1,yo @apple fix your shitty imessage,40
-1,why i hate apple -  #aapl #long-term_larry,860
-1,hey @apple are you even thinking about fixing your wifi issues? #yosemiteproblems,20
0,@sharksbeauty @apple lemme get the blondes number,438
0,"#aapl:apple inc., international business machines corp., exxon mobil corpora...",780
0,3 #tech stocks that could soar in 2015 | the motley fool #goog #aapl #fb ,416
0,apple debuts new ipad air 2 tv ad 'change' with new website section  #aapl,367
0,@jakeflem @apple some info for you:    hope it helps. #pinkscreenofdeath,381
0,apple mass transit system for maps detailed in new patent $aapl #aapl ,380
-1,@ohaiigloria @hahahamark @apple explain yourselves,110
-1,rt @danielllebaker: paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple,541
1,"the 10 biggest differences between #mac and #pc.  yep, i'll stick with my mac! #apple  @apple @lisaeadicicco",398
-1,yall need to fix this flicker/flash when i swipe up to close apps @apple,1266
0,principled truths: eddy cue talks to fortune as apple appeals e-book price-fixing judgment. #aapl ,216
-1,@apple#ipad #irig  for the price to connect my guitar i could buy a real amp loud enough to perform! #ripoff,1353
-1,@steviebuckley it's doing strange things to @dropbox files as well - create a new folder and it disappears etc.  @apple #yosemite #bugs,51
0,#aapl:12 unexpected stocks bringing buffett and fellow billionaires holiday ...,597
-1,@hlpstaluke @apple one of you stepped on my phone last night and its smashed and doesnt work :),439
-1,"hey @apple, fuck you for thinking i want text messages to pop up on my computer, ipad and phone.. #thisiswhypeoplegetmurdered",158
-1,just another reason to hate @apple!!!!!!!!!!!,251
0,steve jobs: 'i don't know what the claims in the case are' $aapl #aapl ,1692
1,@onerepublic @apple how cool that you're working on new music. can't wait to hear it. but you're working hard. you need rest. :),1714
-1,@apple technology..is becoming very undesirable. these glitches are constantly stopping my from working,141
1,#apple dominates mobile online shopping at 78 percent in us #aapl ,20
-1,"@applenws @appleproducts @apple ok look, yall still ain't reversed me back to ios 7. idk what the hold up is but ima need yall to get on it",1933
-1,can @apple stop making their os installations so damn bloody difficult stop asking me to clear space from my hard disk,101
0,jimmy iovine to apple: 'you have a hole in music right now; let me plug it'  #aapl,2348
0,anti-discrimination bill to be named after @apple ceo @timcook  via @theinquisitr @lgbt #lgbt #gayrights #alabama,464
-1,rt @all4incognito: hate @apple so much. ruin my life,667
0,debunking one of #apple's biggest myths     #aapl,91
-1,rt @animaitoes: why does my phone suck so much @apple,1193
-1,yo you aint shit @apple,51
0,#apple: market maker price range forecast update #aapl ,802
0,#apple planning to spend $161 million on its own auditorium at ... -  #aapl #wwdc ,304
0,you'll be able to learn how to code for free next week at your nearest @apple store!  ,844
-1,what i find alarming about @apple power cords is how quickly they fray.  i don't always notice when i don't travel with them. #applecordfire,1197
0,10 best #stevejobs #apple #aapl #tech30  via,1022
1,@samjam agreed--have to give props to @apple for battery life on new iphones. it's so good. #tl_chat,405
-1,@apple i have been on hold for 30 minutes thank god i sold most of my stock is this comcast or apple?,46
-1,"@viticci @panic @apple jesus, why did they create extensions at all? lighten up apple.",802
0,"apple inc. price at close, december 05, 2014, is 114.9801. #apple #aapl",1164
0,cnbctv:  bulls running with #gopro &amp; #apple #gpro #aapl  ,918
0,apple is warming up to social media: apple is hiring a social media guru in l.a. will @apple finally tweet?her... ,385
0,ironic that we're at a pr event (#mp15) talking about companies that don't need more people talking about them (@google @apple @facebook),1189
-1,how many iphone chargers do i need to go through? @apple make charger durability a point in the new iphone,43
0,the rumoured @oppo r8207 looks very similar to a certain @apple #iphone6 ,1493
0,"apple watch on track for february 2015 release, testing underway [rumour]  $aapl #aapl ",397
0,'#howto import objective-c code into bridging header file - @apigee sdk for @apple's swift  ,423
-1,thanks @apple for making life complicated,361
0,bose products reportedly set to return to #apple store shelves as early as next week -  #aapl #jimmyiovine,154
0,#aapl:alabama anti-discrimination bill to be named after apple ceo tim cook...,122
0,apple to launch 4-inch iphone next year: report $aapl #aapl ,198
0,my cat only chews @apple cords. such an #applesnob.,1483
-1,ur minute has been about 10 minutes @apple ,81
-1,how do i log into icloud on my phone? not the cut down mobile version. argh! anyone know? @apple,551
-1,fuck you fuck you so much i hate you @apple,26
0,"move aside #apple and #google, #alibaba is entering the connected car space - forbes #baba #goog #aapl ",589
0,footage of the apple-1 computer running. #computerhistory @apple @christiesinc ,1436
1,great service at @apple #bethesdarow thanks jenna and brandon!!!!!!!,515
-1,@apple please get yourself together! i need my products to work!,498
-1,@apple so thanks for being greedy assholes who force me to pay to get something that i already fucking paid for with final cut pro.,957
0,why #aapl stock had a mini-flash crash today: money morning: nothing the analysts suggested would make a widel... ,1638
-1,@kodam13 and #blunderblock if fricking @apple ever gets their act together!!!! @appstore we need blunderblock by @brandiglanville,170
0,"steve wozniak on @apple, the computer revolution, and working with steve jobs  via @bw",520
-1,"uh, is @apple making fun of french people (and being rude) in their new iphone 6 'call from anywhere' ad?! that's how it seemed to me.",952
0,"if @apple will poach from #fashion, then fashion will follow suit - the business of fashion - ",1
0,@nickm538 @apple tell them how ya really feel,394
-1,oh @apple this is horrible packaging and shipping. #shame ,242
-1,@apple ical again!!! it reset all my recurring in spite of months of individualizing each one per current date. #fail #icloud #sucking,1518
-1,rt @chemixcalbieber: '@whoabiebz: get your shit together or i'll guy a samsung galaxy s5 @apple' ,165
0,"@angusdick yes, had that exact issue. took it to @apple for a free battery replacement. trackpad ended up being fine.",279
0,@redxpower @christmascount yeah and don't make them into tablets @apple,86
0,@maine_nitin good morning! looks like i'll be hanging at the @apple store with the students and snowbirds sometime this week.,351
1,"if i tweet about nandos my phone puts it in caps, i like the iphone six, it knows my favourite restaurant. good phone gg @apple",439
-1,wtf my battery was 31% one second ago and now is 29% wtf is this @apple,486
1,cnbctv:  #apple arguably most innovative company in world: pro #aapl ,2043
0,#aapl:is it time to start buying apple?...,310
-1,"cgk had laptop prob today.  @apple  local #, useless. tech support, useless. 1 hr at genius bar, useless.  buy a pc next time?",654
-1,"please, @apple, don't go the way @facebook has gone with their ios 'release notes'.  we deserve to know what's happening with our gear.",285
-1,itunes is pissing me tf off @apple,1089
0,"#aapl rt @fortunemagazine alex gauna flips his apple bit, sets street-high target of $150 ",472
-1,"@fazenikan @apple lol iphone,weak. get on that lumia level bruh",1146
0,iphone 6 plus captures 41% 'phablet' sales in the u.s. $aapl #aapl ,49
0,"apple wants to make your commute much easier, according to this new patent $aapl #aapl ",34
-1,feel so lost with out my phone :(  @apple iphone 5 chargers are horrendous! #brokenchargerprobs,109
0,"#verr?cktes #ger?cht: #iphone6s zum @apple [#apple] watch. (#tuesday, 2 #december) ",1536
0,"#aapl:apple loop: iphone 6s rumors, the myth of steve job's garage, iphone 6...",891
0,please make a gold macbook @apple,202
-1,@apple why doesn't your people explain precautions when buying an expensive laptop,55
0,"apple:dec 5 trading daily profit $1.57/sh,  weekly profits of $18.36/sh  #aapl #stockaction #trading #stocks #mkt   ",19
0,options outlook amid heavy week of economic events  #aapl #goog #googl #tsla #wmt #premarket #markets,685
0,.@apple is reportedly hiring fashion-focused staff for its physical stores  #ftdaily #fashiontech,350
0,the @apple iwatch: changing the face of watches  #applenews #iwatch #gadgets,520
0,"apple 'deleted' rivals' music from ipods, court hears $aapl #aapl ",1552
0,@dustynmichael got enough @apple  products? ,2100
-1,@apple why can't i fnd netbot on app store !? help asap,968
-1,"@itunes @apple my music library wont sync new music etc, itunes tells me sync completed, nothing new uploaded,how do i fix this? frustrating",366
-1,@charlesjmeyer @apple @appy_geek hasn't apple been doing this for decades? this is why i don't support apple. #apple #deletegame,501
-1,"yo @apple , why yall make it so hard to grip the 6?.",21
-1,apple makes bad chargers. the @apple genius said wrap it in electrical tape. i wonder what jony ive thinks of that. ,192
-1,rt @paisley_smithh: real tired of my charger breaking every month @apple,1671
-1,my dad called now my musics arent playing jesus christ @apple problematic,44
-1,"ok, @apple. you win. i won't use your browser anymore since it keeps closing on me. literally 8 times today. i counted.",209
0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree.",580
0,@l0lvivivuvu @sextsatan @apple and replied... #livingthedream ~ari,20
-1,@apple why is it that your iphone's alarm fails to work sometimes?? i missed 3 bonus points from a class because of this. sooooo annoyed,259
-1,it would be nice if i could type more than one sentence without my computer freezing up @apple @microsoft @word @internet @everyone,8
0,"as apple still struggles to meet iphone 6 demand, canaccord raises price target to $135  $aapl #aapl ",723
0,apple: $113 matches 8% increase in earnings. 2014q3 eps=$1.42 in  #ios app donkey stocks on your #iphone. #aapl ,391
0,"@apple [#apple] #patents an #iphone drop protection mechanism that changes device .... (#tuesday, 2 #december) ",255
0,myths vs. reality-full time #trading  #stocks #futures #forex #trader #es #aapl #gpro #esignal ,543
-1,you just did too much you asshole. @apple get your shit together.,301
-1,rt @ehsonakbary: the world's first murder via facetime thank you for this innovation @apple ,566
0,who's buying all those new iphones anyway? $aapl #aapl ,21
0,rt @horseshoebmore #holiday #giveaway! to ensure you stay in touch on the go ck out brands like @apple @amazon ,1833
-1,@apple this was normal use-- no abuse! wrapped it exactly as you instructed me to. this is a fire hazard. you should replace it. #defective,663
0,rt @ravimikkelsen: @hrhound @mandogallegos nice! if the actor had on an iwatch he'd have the entire suite of @apple products. #sponsordeal,240
